Crypto,Date,Price,Open,High,Low,Vol.,ChangeP
Bitcoin,10-Mar-21,55851.9,54882.7,57328.7,53073.6,140.96K,1.77%
Bitcoin,09-Mar-21,54879,52352.4,54880.6,51941.3,114.06K,4.91%
Bitcoin,08-Mar-21,52311,50988.9,52384.9,49338.1,68.14K,2.61%
Bitcoin,07-Mar-21,50982.3,48899,51434.1,48890.6,82.91K,4.35%
Bitcoin,06-Mar-21,48855.6,48798.7,49191.8,47132.8,66.66K,0.13%
Bitcoin,05-Mar-21,48792.5,48363.6,49429.4,46370.1,113.64K,0.75%
Bitcoin,04-Mar-21,48428,50388,51757.7,47521.8,9.56K,-3.90%
Bitcoin,03-Mar-21,50395.1,48422.2,52567.9,48159.2,44.93K,4.07%
Bitcoin,02-Mar-21,48424.2,49595.6,50191.9,47100.6,102.10K,-2.36%
Bitcoin,01-Mar-21,49595.5,45160.5,49774,45008.8,137.52K,9.81%
Bitcoin,28-Feb-21,45164,46136,46582,43100.6,135.08K,-2.11%
Bitcoin,27-Feb-21,46136.7,46333.1,48335.1,45059.4,98.75K,-0.45%
Bitcoin,26-Feb-21,46345.6,46928.5,48413.9,44248.2,189.41K,-1.24%
Bitcoin,25-Feb-21,46928.5,49695.9,52013.8,46773.7,83.22K,-5.57%
Bitcoin,24-Feb-21,49697.5,48911.1,51311.8,47031.7,153.75K,1.61%
Bitcoin,23-Feb-21,48911.2,54114.1,54115,45093.8,315.07K,-9.61%
Bitcoin,22-Feb-21,54111.8,57437.6,57480.8,48353.8,244.95K,-5.78%
Bitcoin,21-Feb-21,57433.8,55907.6,58335.1,55502.7,87.26K,2.70%
Bitcoin,20-Feb-21,55923.7,55922,57523.8,54124.1,127.85K,0.03%
Bitcoin,19-Feb-21,55906.6,51590.1,56238.5,50816.8,139.43K,8.38%
Bitcoin,18-Feb-21,51582.2,52094.5,52524,50941.6,94.35K,-0.95%
Bitcoin,17-Feb-21,52079.2,49161.3,52577.7,49018.1,140.03K,5.92%
Bitcoin,16-Feb-21,49169.7,47934.2,50515.8,47044.4,141.37K,2.57%
Bitcoin,15-Feb-21,47936.3,48611.1,48936.5,45786.1,123.18K,-1.45%
Bitcoin,14-Feb-21,48643.4,47172.1,49695.1,47051.9,106.50K,3.13%
Bitcoin,13-Feb-21,47168.7,47373.1,48097.3,46270.5,89.42K,-0.43%
Bitcoin,12-Feb-21,47371.7,47995,48927.4,46218.6,133.73K,-1.29%
Bitcoin,11-Feb-21,47990.7,44834.8,48622.1,44041.1,145.77K,7.04%
Bitcoin,10-Feb-21,44836,46507.8,47295.3,43800.5,151.83K,-3.60%
Bitcoin,09-Feb-21,46508.6,46396.4,48143.5,45104.7,193.87K,0.24%
Bitcoin,08-Feb-21,46395.7,38853.6,46596.4,38057,248.47K,19.41%
Bitcoin,07-Feb-21,38852.9,39228.9,39691.7,37381.6,125.37K,-1.03%
Bitcoin,06-Feb-21,39256.6,38300.6,40939.7,38275.3,156.02K,2.50%
Bitcoin,05-Feb-21,38297.6,36976.4,38303.6,36640,100.60K,3.56%
Bitcoin,04-Feb-21,36982.1,37648.9,38707.9,36380.8,151.44K,-1.77%
Bitcoin,03-Feb-21,37646.8,35486.9,37646.8,35401.5,131.03K,6.09%
Bitcoin,02-Feb-21,35485.2,33514,35976.1,33462.4,120.85K,5.88%
Bitcoin,01-Feb-21,33515.7,33106.8,34685.6,32324.9,126.32K,1.23%
Bitcoin,31-Jan-21,33108.1,34281.6,34348.3,32189.9,101.92K,-3.43%
Bitcoin,30-Jan-21,34283.1,34300,34920.9,32908.5,128.57K,-0.05%
Bitcoin,29-Jan-21,34301.8,33381.7,38546,31953.3,297.73K,2.78%
Bitcoin,28-Jan-21,33374.8,30408.9,33790.8,29911.9,167.39K,9.77%
Bitcoin,27-Jan-21,30404,32499.6,32545.4,29290.4,194.35K,-6.46%
Bitcoin,26-Jan-21,32502.1,32244.1,32917.7,30850,139.84K,0.77%
Bitcoin,25-Jan-21,32252.3,32244.3,34854.3,31967.4,142.43K,0.03%
Bitcoin,24-Jan-21,32241.3,32088.5,33034.8,30982.9,88.21K,0.47%
Bitcoin,23-Jan-21,32088.9,32994.1,33441.4,31418.2,100.70K,-2.76%
Bitcoin,22-Jan-21,33000.5,30838.7,33821.2,28871.2,243.09K,7.00%
Bitcoin,21-Jan-21,30842.1,35472.3,35591.1,30101.8,253.27K,-13.06%
Bitcoin,20-Jan-21,35476.3,35862.1,36384.4,33444.5,153.61K,-1.46%
Bitcoin,19-Jan-21,36002.9,36630.6,37821,36001.4,79.11K,-1.67%
Bitcoin,18-Jan-21,36613.2,35838.2,37436.8,34801,111.52K,2.16%
Bitcoin,17-Jan-21,35839.6,36020.1,36801.3,33883.5,126.82K,-0.50%
Bitcoin,16-Jan-21,36019.5,36751.8,37931.7,35408.4,137.02K,-2.24%
Bitcoin,15-Jan-21,36845.8,39175.7,39715,34488.7,118.42K,-5.95%
Bitcoin,14-Jan-21,39175.7,37383.4,40054.3,36772.1,172.40K,4.80%
Bitcoin,13-Jan-21,37382.2,34061.2,37764.6,32451.9,209.93K,9.70%
Bitcoin,12-Jan-21,34076.1,35426,36598.7,32572.7,241.93K,-4.13%
Bitcoin,11-Jan-21,35544.3,38195.3,38217.2,30411.6,251.04K,-6.93%
Bitcoin,10-Jan-21,38192.2,40149.7,41362.4,35141.6,215.78K,-4.88%
Bitcoin,09-Jan-21,40151.9,40607.2,41363.5,38775.1,128.42K,-1.10%
Bitcoin,08-Jan-21,40599.3,39466.4,41921.7,36613.4,251.29K,2.89%
Bitcoin,07-Jan-21,39460.2,36798.5,40340.9,36361.2,249.60K,7.25%
Bitcoin,06-Jan-21,36793.2,33999.3,36934.8,33408.3,227.56K,8.24%
Bitcoin,05-Jan-21,33991.5,32015.4,34414.7,30010.5,202.13K,6.15%
Bitcoin,04-Jan-21,32022.6,33016.6,33587.5,28204.5,255.27K,-2.84%
Bitcoin,03-Jan-21,32958.9,32192.9,34755.9,32029.6,155.21K,2.38%
Bitcoin,02-Jan-21,32193.3,29359.7,33233.5,29008,240.87K,9.65%
Bitcoin,01-Jan-21,29359.9,28951.7,29627.1,28712.4,100.90K,1.42%
Binance Coin,30-Nov-21,623.23,623.6,634.52,603.71,1.46M,-0.06%
Binance Coin,29-Nov-21,623.61,611.58,628.62,601.99,1.15M,1.96%
Binance Coin,28-Nov-21,611.61,600.3,612.57,573.96,1.36M,1.88%
Binance Coin,27-Nov-21,600.3,587.62,621.19,584.3,1.27M,2.62%
Binance Coin,26-Nov-21,584.96,639.17,657.7,564.63,2.54M,-8.43%
Binance Coin,25-Nov-21,638.79,590.61,646.51,587.72,1.62M,8.16%
Binance Coin,24-Nov-21,590.61,591.1,593.89,577.4,1.14M,-0.12%
Binance Coin,23-Nov-21,591.3,559.69,604.8,558.3,1.26M,5.65%
Binance Coin,22-Nov-21,559.69,585.14,585.14,554.3,1.20M,-4.35%
Binance Coin,21-Nov-21,585.14,604.28,604.91,580.11,1.03M,-3.17%
Binance Coin,20-Nov-21,604.28,581,604.7,573.58,1.18M,3.99%
Binance Coin,19-Nov-21,581.09,531.89,585.39,524.7,1.38M,9.11%
Binance Coin,18-Nov-21,532.56,578.3,587.9,517.13,1.82M,-7.91%
Binance Coin,17-Nov-21,578.31,588.91,592.5,554.64,1.55M,-1.80%
Binance Coin,16-Nov-21,588.91,633.81,634.51,574.03,2.30M,-7.04%
Binance Coin,15-Nov-21,633.51,650.8,659.2,631.3,992.20K,-2.66%
Binance Coin,14-Nov-21,650.8,649.5,660.2,634.81,987.16K,0.20%
Binance Coin,13-Nov-21,649.5,626.92,654.7,620.8,944.98K,3.60%
Binance Coin,12-Nov-21,626.91,627.91,634.5,603.9,1.07M,-0.30%
Binance Coin,11-Nov-21,628.8,614.8,634.8,606.01,1.07M,2.28%
Binance Coin,10-Nov-21,614.81,634.9,662.6,575.72,1.89M,-3.06%
Binance Coin,09-Nov-21,634.24,653.79,656.68,632.11,930.88K,-2.99%
Binance Coin,08-Nov-21,653.79,649.5,655.49,631.7,1.35M,0.66%
Binance Coin,07-Nov-21,649.5,636.3,668.8,630.91,1.54M,2.07%
Binance Coin,06-Nov-21,636.3,607.31,636.3,595.99,1.43M,4.77%
Binance Coin,05-Nov-21,607.31,558.7,614.61,554.42,2.12M,8.61%
Binance Coin,04-Nov-21,559.16,568.48,568.69,543.82,1.15M,-1.63%
Binance Coin,03-Nov-21,568.4,554.28,569.87,537.61,1.38M,2.55%
Binance Coin,02-Nov-21,554.28,551.5,563.7,537.62,1.28M,0.50%
Binance Coin,01-Nov-21,551.53,524.65,551.91,511.74,1.44M,5.16%
Binance Coin,31-Oct-21,524.46,528.2,534.89,509.32,1.16M,-0.71%
Binance Coin,30-Oct-21,528.2,529.61,540.31,512.18,1.19M,-0.25%
Binance Coin,29-Oct-21,529.52,492.09,533.6,488.99,1.57M,7.61%
Binance Coin,28-Oct-21,492.09,448.7,494.69,446.6,1.69M,9.67%
Binance Coin,27-Oct-21,448.69,478.02,486.29,438.55,1.51M,-6.13%
Binance Coin,26-Oct-21,478.01,484.91,489.58,474.17,795.25K,-1.42%
Binance Coin,25-Oct-21,484.91,475.7,488.58,474.82,720.34K,1.92%
Binance Coin,24-Oct-21,475.8,485.41,486.42,468.02,668.75K,-1.98%
Binance Coin,23-Oct-21,485.41,478.83,485.41,472.91,597.10K,1.38%
Binance Coin,22-Oct-21,478.83,470.92,497.89,470.92,1.23M,1.64%
Binance Coin,21-Oct-21,471.1,501.3,504.79,467.26,2.02M,-5.99%
Binance Coin,20-Oct-21,501.11,488.1,505.62,482.35,1.05M,2.67%
Binance Coin,19-Oct-21,488.1,485,497.4,481.1,1.01M,0.64%
Binance Coin,18-Oct-21,485,470.91,487.2,467.22,1.20M,3.04%
Binance Coin,17-Oct-21,470.71,465.12,472.4,455.77,978.52K,1.20%
Binance Coin,16-Oct-21,465.12,474.31,484.4,462.43,1.14M,-1.94%
Binance Coin,15-Oct-21,474.31,472.42,477.41,452.85,1.64M,0.40%
Binance Coin,14-Oct-21,472.42,470.41,482.59,461.8,1.56M,0.43%
Binance Coin,13-Oct-21,470.41,444.39,471.6,434.08,3.59M,6.03%
Binance Coin,12-Oct-21,443.65,413.39,444.01,392.49,2.12M,7.32%
Binance Coin,11-Oct-21,413.38,404.19,423.86,400.42,836.99K,2.27%
Binance Coin,10-Oct-21,404.19,421.72,422.18,402.41,802.32K,-4.15%
Binance Coin,09-Oct-21,421.69,418.7,425.88,416.51,695.80K,0.71%
Binance Coin,08-Oct-21,418.7,438.21,441.59,416,1.65M,-4.45%
Binance Coin,07-Oct-21,438.21,434.79,449.89,424.11,1.28M,0.76%
Binance Coin,06-Oct-21,434.88,442.19,442.79,414.91,1.36M,-1.66%
Binance Coin,05-Oct-21,442.21,426.39,443.9,424.21,973.60K,3.69%
Binance Coin,04-Oct-21,426.48,430.32,430.87,411.61,1.07M,-0.89%
Binance Coin,03-Oct-21,430.32,427.18,436.89,422.34,936.53K,0.73%
Binance Coin,02-Oct-21,427.22,421.31,438,410.8,1.22M,1.40%
Binance Coin,01-Oct-21,421.31,387.59,423.3,381.79,1.57M,8.70%
Binance Coin,30-Sep-21,387.59,367.49,388.49,366.49,1.25M,5.47%
Binance Coin,29-Sep-21,367.51,332.91,375.01,331.57,1.85M,10.38%
Binance Coin,28-Sep-21,332.94,335.32,344.41,330.01,1.02M,-0.71%
Binance Coin,27-Sep-21,335.32,344.52,357.5,335.3,1.04M,-2.67%
Binance Coin,26-Sep-21,344.53,349.51,352.62,320.1,1.69M,-1.43%
Binance Coin,25-Sep-21,349.51,355.1,360.49,343.72,967.04K,-1.57%
Binance Coin,24-Sep-21,355.1,383.53,384.99,334.67,1.79M,-7.44%
Binance Coin,23-Sep-21,383.63,378.82,384.49,369.21,1.04M,1.27%
Binance Coin,22-Sep-21,378.83,343.36,379.89,342.42,1.15M,10.35%
Binance Coin,21-Sep-21,343.3,364.17,375.69,337.35,1.71M,-5.58%
Binance Coin,20-Sep-21,363.6,408.39,409.6,355.33,2.02M,-10.97%
Binance Coin,19-Sep-21,408.39,410.7,418.95,403.45,819.71K,-0.56%
Binance Coin,18-Sep-21,410.7,406.22,419.87,401.63,810.07K,1.11%
Binance Coin,17-Sep-21,406.21,424.22,425.79,401.37,923.27K,-4.24%
Binance Coin,16-Sep-21,424.22,431.2,433.9,415.99,1.12M,-1.60%
Binance Coin,15-Sep-21,431.1,414.29,436.39,410.1,1.27M,4.06%
Binance Coin,14-Sep-21,414.29,399,414.29,396.11,997.13K,3.83%
Binance Coin,13-Sep-21,399,416.98,419.39,385.32,1.62M,-4.31%
Binance Coin,12-Sep-21,416.99,405.1,421.29,398,1.03M,2.94%
Binance Coin,11-Sep-21,405.1,401.1,415.09,399.52,967.25K,1.00%
Binance Coin,10-Sep-21,401.1,421.2,438.89,393.91,1.59M,-4.77%
Binance Coin,09-Sep-21,421.2,414.61,435.59,404.11,1.60M,1.59%
Binance Coin,08-Sep-21,414.6,417.32,425.48,383.71,2.17M,-0.65%
Binance Coin,07-Sep-21,417.31,496.11,504.58,373.12,3.54M,-15.88%
Binance Coin,06-Sep-21,496.11,504.49,508.86,487.85,1.18M,-1.66%
Binance Coin,05-Sep-21,504.49,497.4,505.17,488.91,926.28K,1.43%
Binance Coin,04-Sep-21,497.4,488.49,509.75,485.62,1.31M,1.88%
Binance Coin,03-Sep-21,488.2,483.84,494.49,473.55,1.15M,0.90%
Binance Coin,02-Sep-21,483.84,489.39,504.56,478.16,1.29M,-1.21%
Binance Coin,01-Sep-21,489.78,464.29,489.98,455.51,1.36M,5.49%
Binance Coin,31-Aug-21,464.29,460.1,477.08,452.5,1.52M,0.91%
Binance Coin,30-Aug-21,460.1,479.82,480.87,457.43,1.16M,-4.07%
Binance Coin,29-Aug-21,479.63,486,495.47,476.81,945.02K,-1.31%
Binance Coin,28-Aug-21,486.01,494.48,496.78,482.71,925.23K,-1.71%
Binance Coin,27-Aug-21,494.48,477.83,494.88,467.52,1.60M,3.48%
Binance Coin,26-Aug-21,477.83,503.44,518.58,472.73,2.29M,-5.09%
Binance Coin,25-Aug-21,503.44,471.95,506.84,470.14,2.30M,6.67%
Binance Coin,24-Aug-21,471.95,499.79,504.05,461.33,2.14M,-5.57%
Binance Coin,23-Aug-21,499.79,448.68,508.85,447.02,2.72M,11.39%
Binance Coin,22-Aug-21,448.68,448.64,458.23,438.03,1.17M,0.01%
Binance Coin,21-Aug-21,448.64,454.89,459.99,444.81,1.47M,-1.37%
Binance Coin,20-Aug-21,454.87,431.42,457.54,421.98,1.73M,5.44%
Binance Coin,19-Aug-21,431.42,396.44,431.42,391.07,1.89M,8.81%
Binance Coin,18-Aug-21,396.48,401.94,412.07,386.69,1.81M,-1.36%
Binance Coin,17-Aug-21,401.94,416.08,435.64,399.39,2.04M,-3.40%
Binance Coin,16-Aug-21,416.08,414.1,436.64,411.06,1.90M,0.48%
Binance Coin,15-Aug-21,414.1,408.91,414.88,396.65,1.28M,1.27%
Binance Coin,14-Aug-21,408.91,410.89,418.76,400.43,1.49M,-0.48%
Binance Coin,13-Aug-21,410.9,385.51,411.03,383,1.30M,6.59%
Binance Coin,12-Aug-21,385.51,391.48,406.08,371.8,1.90M,-1.52%
Binance Coin,11-Aug-21,391.48,371.9,408.17,371.12,1.97M,5.26%
Binance Coin,10-Aug-21,371.9,354.5,376.2,348.97,1.71M,4.91%
Binance Coin,09-Aug-21,354.5,341.83,357.34,333.53,1.33M,3.70%
Binance Coin,08-Aug-21,341.83,356.18,359.78,337.08,1.32M,-4.06%
Binance Coin,07-Aug-21,356.28,342.08,359.58,340.65,1.59M,4.15%
Binance Coin,06-Aug-21,342.08,337.88,347,331.43,1.31M,1.24%
Binance Coin,05-Aug-21,337.88,334.89,339.91,323.71,1.30M,0.89%
Binance Coin,04-Aug-21,334.89,323.39,337.04,319.97,1.01M,3.62%
Binance Coin,03-Aug-21,323.19,330.86,334.61,317.7,1.18M,-2.32%
Binance Coin,02-Aug-21,330.86,332.76,338.06,326.39,1.15M,-0.58%
Binance Coin,01-Aug-21,332.78,332.32,347.44,329.82,1.70M,0.11%
Binance Coin,31-Jul-21,332.41,322.61,337.95,317.64,1.55M,3.03%
Binance Coin,30-Jul-21,322.63,316.72,325.26,306.75,1.45M,1.87%
Binance Coin,29-Jul-21,316.72,313.76,319.97,309.08,1.13M,0.94%
Binance Coin,28-Jul-21,313.76,313.69,318.59,308.53,1.47M,0.03%
Binance Coin,27-Jul-21,313.67,304.31,318.25,298.53,1.89M,3.08%
Binance Coin,26-Jul-21,304.31,302.6,327.62,301.19,2.86M,0.58%
Binance Coin,25-Jul-21,302.57,302.55,303.09,292.85,1.25M,-0.19%
Binance Coin,24-Jul-21,303.15,298.91,305.01,296.16,1.81M,1.42%
Binance Coin,23-Jul-21,298.89,293.51,301.15,281.68,1.98M,1.83%
Binance Coin,22-Jul-21,293.53,293.08,297.69,287.55,1.47M,0.15%
Binance Coin,21-Jul-21,293.08,264.59,298.69,261.51,2.18M,10.77%
Binance Coin,20-Jul-21,264.59,280.48,283.25,255.79,2.25M,-5.66%
Binance Coin,19-Jul-21,280.47,302.16,303.49,279.38,1.63M,-7.18%
Binance Coin,18-Jul-21,302.18,300.34,309,299.6,1.03M,0.62%
Binance Coin,17-Jul-21,300.31,302.88,306.41,295.11,1.31M,-0.84%
Binance Coin,16-Jul-21,302.84,315.62,323.21,301.85,1.77M,-4.04%
Binance Coin,15-Jul-21,315.58,309.49,324.15,301.92,2.49M,1.98%
Binance Coin,14-Jul-21,309.45,308.96,313.29,290.93,1.65M,0.15%
Binance Coin,13-Jul-21,308.98,316.15,318.16,305.35,1.08M,-2.27%
Binance Coin,12-Jul-21,316.17,321.91,334.34,308.77,1.52M,-1.77%
Binance Coin,11-Jul-21,321.88,316.07,326.55,312.28,929.54K,1.84%
Binance Coin,10-Jul-21,316.07,316.77,321.2,310.82,958.95K,-0.22%
Binance Coin,09-Jul-21,316.77,310.52,319.48,302.28,1.28M,2.01%
Binance Coin,08-Jul-21,310.52,327.65,328.17,307.04,1.89M,-5.24%
Binance Coin,07-Jul-21,327.68,320.01,339.36,318.33,2.02M,2.39%
Binance Coin,06-Jul-21,320.02,302.01,321.89,301.95,2.34M,5.86%
Binance Coin,05-Jul-21,302.31,307.88,307.88,292.4,1.62M,-1.81%
Binance Coin,04-Jul-21,307.88,299.25,314.73,299.1,1.50M,2.88%
Binance Coin,03-Jul-21,299.25,287.37,302.93,283.06,1.11M,4.13%
Binance Coin,02-Jul-21,287.38,287.64,290.58,276.78,1.18M,-0.09%
Binance Coin,01-Jul-21,287.63,303.24,303.41,281.4,1.62M,-5.15%
Binance Coin,30-Jun-21,303.25,299.88,304.71,281.84,2.36M,1.12%
Binance Coin,29-Jun-21,299.88,289.85,315.04,289.27,2.43M,3.47%
Binance Coin,28-Jun-21,289.83,290.87,298.93,283.91,2.16M,-0.35%
Binance Coin,27-Jun-21,290.86,279.45,291.08,270,1.79M,4.08%
Binance Coin,26-Jun-21,279.45,281.15,290.05,264.47,2.63M,-0.60%
Binance Coin,25-Jun-21,281.13,308.57,314.08,275.62,3.26M,-8.81%
Binance Coin,24-Jun-21,308.31,296.13,316.2,281.74,3.12M,4.11%
Binance Coin,23-Jun-21,296.14,261.47,309.45,251.9,4.07M,13.27%
Binance Coin,22-Jun-21,261.45,271.81,290.65,225.93,6.75M,-3.80%
Binance Coin,21-Jun-21,271.8,339.09,341.52,269.45,4.55M,-19.94%
Binance Coin,20-Jun-21,339.47,334.15,340.38,310.54,1.99M,1.58%
Binance Coin,19-Jun-21,334.19,336.71,344.33,331.88,1.33M,-0.74%
Binance Coin,18-Jun-21,336.67,352.66,357.03,327.39,1.95M,-4.53%
Binance Coin,17-Jun-21,352.64,347.14,362.36,346.18,1.53M,1.58%
Binance Coin,16-Jun-21,347.15,366.77,366.77,343.49,1.89M,-5.35%
Binance Coin,15-Jun-21,366.78,370.08,379.49,363.84,1.90M,-0.89%
Binance Coin,14-Jun-21,370.06,365.83,377.02,355.23,2.42M,1.16%
Binance Coin,13-Jun-21,365.83,343.26,369,330.64,2.39M,6.58%
Binance Coin,12-Jun-21,343.23,345.59,348.75,325.63,2.55M,-0.65%
Binance Coin,11-Jun-21,345.46,351.46,365.51,341.53,2.71M,-1.70%
Binance Coin,10-Jun-21,351.43,375.53,376.81,344.96,2.96M,-6.36%
Binance Coin,09-Jun-21,375.29,352.54,378.44,333.69,4.24M,6.42%
Binance Coin,08-Jun-21,352.64,358.05,365.89,320.39,5.99M,-1.52%
Binance Coin,07-Jun-21,358.08,393.23,406.99,354.55,3.60M,-8.93%
Binance Coin,06-Jun-21,393.2,390.09,399.82,382.07,2.27M,0.80%
Binance Coin,05-Jun-21,390.09,390.68,425.57,374.62,4.79M,-0.23%
Binance Coin,04-Jun-21,390.97,428.47,428.71,366.56,5.92M,-8.56%
Binance Coin,03-Jun-21,427.59,401.13,432.58,391.83,5.06M,6.60%
Binance Coin,02-Jun-21,401.12,362.39,417.41,351.19,5.26M,10.69%
Binance Coin,01-Jun-21,362.39,353.63,364.16,340.56,4.42M,2.45%
Binance Coin,31-May-21,353.74,325.6,355.43,307.9,4.97M,8.65%
Binance Coin,30-May-21,325.59,304.81,337.77,291.72,4.52M,6.83%
Binance Coin,29-May-21,304.76,329.31,346.88,296.43,4.57M,-7.45%
Binance Coin,28-May-21,329.31,369.79,373.28,313.42,6.31M,-10.38%
Binance Coin,27-May-21,367.46,379.2,387.17,340.81,5.18M,-3.10%
Binance Coin,26-May-21,379.22,343.76,387.25,337.4,5.82M,10.31%
Binance Coin,25-May-21,343.77,345.44,374.86,307.55,7.93M,-0.36%
Binance Coin,24-May-21,345.02,261.56,349.89,257.97,8.07M,31.90%
Binance Coin,23-May-21,261.57,299.25,312.85,212.41,9.23M,-12.59%
Binance Coin,22-May-21,299.25,326.44,334.69,286.5,5.57M,-8.33%
Binance Coin,21-May-21,326.44,391.12,414.79,276.78,9.21M,-16.86%
Binance Coin,20-May-21,392.64,335.09,423.5,287.48,8.49M,17.16%
Binance Coin,19-May-21,335.12,508.27,515.55,282.3,11.92M,-34.07%
Binance Coin,18-May-21,508.28,511.79,533.45,496.65,2.86M,-0.68%
Binance Coin,17-May-21,511.76,563.37,563.38,484.3,4.24M,-9.17%
